SHIPMT_ID,ORIG_STATE,SCTG,SHIPMT_VALUE,SHIPMT_WGHT,EXPORT_CNTRY,WGT_FACTOR
984919,6,35,139,2,O,31.6
984929,39,34,15101,199,O,87.5
984966,39,34,7106,12,C,956.3
985026,27,34,3553,323,O,155.1
985059,39,32,8793,5397,C,289
985069,29,36,40490,19839,M,76.7
985074,6,40,603,1,O,357.4
985076,50,35,30372,475,O,68.2
985079,12,24,3903,4,O,50.2
985085,39,40,641,59,O,1441.9
985110,29,19,1536,1077,M,113.5
985116,12,40,3367,17,O,66.4
985144,34,38,4511,517,O,76.9
985172,12,38,18304,30,O,167.3
985180,9,33,4799,28,C,412.1
985193,30,15,212238,27653157,O,10.2
985197,55,38,583,3,C,804.1
985206,36,35,14564,363,O,31
985246,25,35,30944,26,O,111.4
985289,26,33,1504,771,M,1343.5
985296,37,30,57445,44077,O,33.2
985367,47,24,376,237,C,93.2
985417,12,37,12688,1292,C,256.4
985519,37,35,42863,1112,O,59.3
985532,47,31-34,922,338,C,103.2
985533,51,43,1396,13,C,152.5
985552,26,20,141499,42238,O,16.4
985583,24,7,13465,1062,M,531.1
985590,23,35,290,2,C,76.9
985597,39,7,30191,31392,C,86.9
985601,30,35,425,1,C,36.5
985611,6,35,201798,216,M,573.9
985612,34,31,76064,3867,O,7.5
985623,37,34,32363,515,M,98.4
985672,12,7,2473,32,O,16.1
985696,23,35,2493,2,O,29
985712,48,35,61567,6463,O,16.2
985731,29,14,16074,54869,O,67.9
985770,42,38,4776,4,O,184
985924,5,36,26918,14428,C,187.6
985938,53,37,1480,5,O,1417.9
985954,36,37,305,2,O,240
985984,6,26,5126,1106,C,557.8
985991,6,32,413,122,M,288.6
986028,45,30,16043,34785,M,83.8
986098,12,22,10690,12920,O,41.3
986103,48,39,1634,629,C,537.6
986117,6,35,7715,12,O,34.3
986248,55,34,276,107,M,141.9
986260,53,38,14941,72,O,1398.2
986261,39,33,250,15,C,108.2
986262,34,35,864,58,O,777.4
986278,25,35,19217,66,O,272.8
986331,42,35,24,1,C,67382.5
986345,18,30,1134,44,C,36.3
986364,48,29,40625,4231,M,23.2
986410,6,41,32879,43247,O,1440.6
986412,18,36,2300,1199,C,275.7
986471,36,19,20296,49690,C,15
986479,12,35,41011,621,O,98.1
986543,17,20,77357,34624,C,93.1
986551,22,38,10110,44,O,9.6
986583,49,36,21784,3863,M,160
986614,27,38,2766,25,O,170.2
986627,37,3,42532,48426,O,201.7
986651,25,19,3251,543,O,176.8
986661,13,13,1407,40133,O,143.8
986674,39,30,74,3,C,16251.6
986680,6,38,2472,24,O,223.9
986696,54,24,54643,43714,O,524.5
986761,12,32,329,56,O,446.1
986764,36,40,36823,237,O,75.2
986854,36,30,517,13,O,39983
986857,10,35,11818,37,O,217.4
986892,5,35,664,2,C,964
987017,47,36,1126,560,C,2186.2
987077,18,32,18310,6307,O,15.8
987082,12,37,2077,3,O,152.8
987108,37,30,7822,3424,O,180
987125,13,40,45797,35510,M,128.4
987204,8,31-34,24729,40210,O,110.6
987232,25,32,3088,28087,O,236.2
987272,4,35-38,26917,1760,O,11
987292,24,37,1781,22,O,60.7
987298,27,35,1058,9,C,315.1
987314,55,24,603,337,C,26.1
987334,47,35,1847,5,C,1315.7
987346,42,37,2384,5,O,40.1
987355,1,34,34439,37129,M,91.1
987357,12,29,9,1,C,22.7
987367,38,24,29915,13030,C,11.5
987377,39,34,8075,20,O,955.1
987400,6,24,208,11,O,42.7
987405,36,40,43,1,O,1268.3
987429,25,21,745,24,O,374.6
987475,17,21,636,5,O,722.4
987488,25,20,6169,166,C,177.7
987557,36,34,15957,2087,O,1147.3
987576,45,34,377,17,O,258
987578,12,35,5255,65,O,154.3
987593,48,27,31299,113031,O,224.4
987639,28,23,20722,21363,O,5.5
987685,36,34,4232,409,O,137.7
987704,48,40,222056,20969,M,241.1
987711,12,20,19881,11664,O,50.4
987727,50,33,146,2,C,76.5
987784,4,43,52,93,M,24069
987836,41,31,9055,6245,O,36.3
987860,26,36,27068,6875,C,492.5
987871,1,24,41210,38158,O,219.3
987886,6,8,22483,57391,O,130.1
987912,6,3,43182,22064,O,86.4
988000,19,39-99,395,291,O,593.9
988023,25,38,76294,307,O,207.3
988027,34,38,1885,28,O,805.9
988035,37,35,75486,11424,O,319
988065,12,37,1671,1,O,128
988088,19,5,36607,46595,M,32.6
988091,55,30,74297,2065,O,26.2
988102,20,38,1861,34,O,134.4
988103,24,41,10530,55935,O,26.3
988128,6,37,16786,4,O,163.2
988132,47,3,18373,9141,O,273.1
988148,15,3,4022,4469,C,678.9
988153,9,35,409,173,C,343.4
988196,29,38,43145,253,O,47.3
988221,23,30,154,18,O,45.8
988238,19,35,50,17,O,175.9
988245,12,35,6471,41,O,59.2
988263,6,37,1003,2,O,106.2
988290,8,30,24,3,O,33013.4
988291,37,21,754,2,C,349.2
988307,12,36,989,267,O,138.8
988360,36,34,167,2,O,13.7
988366,12,37,1847,49,O,643.2
988375,17,11,8197,36933,O,28.4
988389,27,33,9270,41,O,4508.4
988394,55,33,11373,950,C,153.5
988404,6,32,36607,50001,O,33.3
988405,6,37,6791,24,O,205.7
988459,17,20,3836,5540,C,191.5
988460,53,38,1709,2,C,81.9
988477,26,31-34,624,1,O,267.9
988508,39,33,411,40,O,1023.3
988524,33,35,150271,96,O,75.2
988545,13,11,2521,52925,O,223.5
988553,24,24,457,30,C,80.8
988566,34,41,29536,48235,O,112
988579,4,37,375,3,O,5554.3
988590,55,34,2670,9,O,364.5
988598,6,37,1296,29,O,22
988633,29,21,137113,20356,O,11.2
988679,25,34,13818,646,O,397.4
988699,17,23,78191,46900,C,73
988717,53,4,54264,339885,O,461.9
988763,51,35,83708,20077,C,18
988766,41,30,388,26,C,478.6
988830,34,39,4980,1644,C,190.4
988853,33,26,1054,66801,C,477.2
988855,17,36,151564,30470,O,1117.3
988864,42,41,151670,43559,C,92.8
988894,16,34,263,1,O,93.5
988898,31,30,1514,65,O,27.9
988931,6,41,8521,47632,O,98.1
988941,39,36,113,3,C,4583.8
988967,34,20,93160,49161,O,33.3
988983,48,41,35655,34841,O,26.5
989038,36,20,41061,19379,M,30
989088,53,3,22903,39904,M,108.8
989098,9,35,955,9,O,34.6
989110,50,35,38780,923,O,32.5
989124,42,27,20873,32991,C,168.2
989145,26,40,4062,369,C,209.6
989150,45,35,15323,275,O,104.5
989156,6,35,289,12,C,66.7
989252,12,37,4454,8,O,85.8
989259,6,3,55993,43058,O,478.9
989269,17,4,13204,40627,O,68.7
989279,12,37,5744,5,O,42.2
989288,26,36,269,8,O,184.6
989330,1,37,199115,484,O,9.1
989345,6,37,40264,60,O,254.9
989347,35,34,1837,19,M,45.9
989365,12,34,15723,7553,O,164.5
989410,48,29,70546,1895,M,23.2
989414,34,40,221,2,O,253.4
989427,39,29,9,2,O,426.8
989467,48,35,2417,2,M,1618.3
989474,51,41,38557,47309,O,36.8
989533,48,35,1346,5,C,310.4
989582,39,35,93,2,O,510
989614,12,43,74279,25069,O,66.5
989656,6,20-24,369,68,C,124.3
989669,6,35,96,29,C,657.2
989687,6,29,2690,47502,O,27.3
989763,12,24,40,15,O,5924
989767,17,34,134,8,O,93.7
989775,36,34,1015,28,O,12.3
989911,9,34,6485,239,O,990.8
989938,39,34,409,194,O,1086
989970,32,24,6352,637,C,176.7
990032,20,29,1,2,C,1153.2
990050,5,24,369,9,O,83.5
990094,39,27,234,128,C,121.7
990116,48,35,4386,1,O,52.3
990144,18,34,14672,514,M,20.4
990179,27,35,335,1,O,772.8
990192,29,38,2053,6,O,54
990229,26,39,1696,592,C,12330.4
990252,40,34,1845,27,O,118.7
990264,53,4,9151,50839,O,242.5
990300,33,35,7,4,O,216.1
990309,4,35,4617,1,O,89.6
990332,48,20,101734,175403,M,11.3
990347,48,5-Jan,36679714,132375218,O,15.1
990352,26,41,2313,46253,C,105.7
990354,39,31-34,18467,36010,O,249.5
990382,48,20,158894,158814,C,53.7
990480,25,33,13,1,O,323.1
990531,39,32,53241,31761,C,51.2
990536,54,5,43830,53779,O,221.3
990573,39,40,21163,2767,O,1439.4
990633,22,20,50230,29547,O,14.4
990639,37,20,55598,38424,O,55.5
990661,39,14-Oct,807,375,O,427.5
990663,4,35,10986,22,O,96
990671,49,40,9690,323,C,131.5
990689,6,29,2308,182,C,55.1
990704,17,23,643,416,O,75.8
990713,28,20,16159,45290,C,53.8
990805,47,36,303705,50510,M,205.8
990827,19,7,27373,35094,M,33.2
990838,37,30,57212,42382,O,50.4
990882,17,35,8547,328,O,125.6
990898,36,38,4,2,C,308.9
990900,12,43,159336,1503,O,31.6
990942,53,34,187,55,C,197
991020,32,37,4140,20,O,14.6
991077,34,35,66518,27701,O,154.2
991086,6,41,8908,46339,O,172.1
991109,36,13,2994,48099,C,147.9
991220,42,7,94080,31360,C,31.5
991222,1,27,15235,39110,O,21.9
991225,25,38,163037,8506,O,63.3
991234,17,35,172,3,C,73.1
991394,27,37,19744,153,O,59.5
991406,42,35,5324,15,O,153.2
991413,39,31,38555,1404,C,20.6
991429,45,35,22004,240,O,23.6
991438,45,38,102198,29883,O,35.6
991458,48,35,2642,2,O,87.9
991499,12,43,88,6,O,544.1
991529,55,40,16580,2,O,145.2
991559,48,41,133436,39999,O,33.7
991645,40,37,14327,157,O,226.3
991661,25,32,478,55,C,922.4
991681,42,41,1648,520,O,45.8
991740,12,37,1736,5,O,363.5
991782,41,34,4619,97,O,174.9
991817,6,38,57,310,O,173.3
991822,21,34,623,13,O,2716.7
991824,24,20-24,700,146,O,34.2
991835,21,43,185,1,C,131.9
991843,12,35,542,350,O,441.3
991860,36,34,853,10,O,236.1
991907,42,31,45633,48230,O,53
991917,9,24,12078,33241,O,468.2
991920,6,35,50325,66,O,87.7
991939,34,37,968794,1778,O,40.4
991943,8,37,48,2,O,1724.2
991953,17,28,15,4,C,754.2
991957,48,24,591764,1144032,O,139.3
991969,36,34,11524,8,O,333.3
991984,6,41,7337,40942,O,123.7
992019,48,24,71557,193202,C,19.5
992022,18,39,13311,3069,C,115.8
992057,6,35,8172,4,O,1581.6
992071,12,37,2308,1,C,582.5
992110,55,38,113589,739,O,27.5
992113,42,24,5429,1801,C,72.2
992123,36,34,17142,225,O,60.5
992146,38,35,3789,41,M,314.7
992151,55,33,89,4,M,2630.6
992161,50,35,43,1,O,2748.1
992164,6,3,98726,40628,O,14.4
992169,47,34,197,12,O,82.6
992206,53,7,18486,53612,O,201
992257,20,28,84802,33921,M,20.1
992306,27,34,630,6,C,112.7
992323,9,30,18804,1482,O,66.1
992328,17,30,335,25,O,41.4
992357,18,34,374,17,C,217.3
992374,36,40,58784,2,O,6.4
992380,50,35,2726,5,O,472.3
992382,31,17,58970,175516,O,365.1
992394,29,24,44322,36935,O,131.5
992422,33,35,1963,6,C,333.3
992462,36,33,875,18,O,77
992464,25,31,25305,65442,C,57.9
992497,48,34,249542,3095,O,39.3
992527,47,35,204563,2300,O,45.6
992592,53,26,23397,52663,O,94.4
992597,12,26,10453,50302,O,45.7
992603,26,32,5245,4462,C,73.3
992627,26,34,5119,109,O,15174.4
992651,36,40,1995,3,O,89.9
992663,42,26,355,495,C,844
992707,17,33,340,69,C,67.4
992725,48,33,154363,165364,C,71.6
992755,6,37,904,6,O,829.4
992804,36,36,86453,15611,O,12.5
992809,53,38,5997,6,O,45.7
992837,48,36,2493,731,M,47.8
992845,42,30,204,2,C,322.7
992851,47,8,173300,57272,O,166.3
992892,6,40,137,82,O,955.1
992897,26,29,39,2,O,2332.7
992912,36,36,9102,5168,C,40.1
992937,47,8,232064,57457,O,333.9
992959,36,38,36,1,O,3638
992976,6,41,7309,40795,O,124.3
993005,48,31,11218,12678,M,22.1
993007,4,24,40628,8126,C,63.2
993035,5,39,26662,7224,C,38.9
993048,6,30,1429,310,M,322.1
993083,36,28,8381,18419,C,142
993114,53,37,11792,1421,M,146.8
993134,18,34,4717,177,C,142.6
993147,6,6,1620,2946,C,34.9
993157,12,36,17917,1452,O,147.4
993193,47,24,66732,46854,M,121.1
993194,30,23,15083,7216,C,7.7
993208,39,24,23319,17204,C,161.8
993237,26,35,2596,1,O,70.1
993346,29,37,2089,27,O,146.2
993384,36,21,322469,47395,O,61.4
993445,12,40,1077,300,O,14108.2
993524,34,37,1878,24,O,382.9
993525,13,37,1292,11,C,709.6
993538,16,35,15005,10,O,709.8
993571,21,30,87148,37386,O,13.9
993574,55,32,20384,36765,M,283.1
993585,6,35,1507,4,O,216.7
993604,55,34,289,38,C,433.8
993664,9,34,161592,454,O,19.8
993685,26,32,8306,1675,O,19
993697,12,35,5300,162,O,53.7
993708,20,24,3994,916,C,31.9
993728,47,27,4803,339,O,57.6
993749,34,35,1319,20,O,28
993808,12,34,575,69,O,1415.5
993839,33,41,136303,38668,M,26.2
993859,6,41,25340,41885,O,583.1
993867,42,19,38483,3950,O,99.3
993888,6,41,32475,42291,O,124.3
993895,12,35,313,27,O,1441.5
993901,26,36,27614,618,O,347.4
993925,27,26,215,2319,C,93.6
993935,6,41,8882,42568,O,181.6
993952,39,24,7849,4340,C,90.3
993967,6,38,1248,17,O,110.6
993969,55,35,41818,251,O,106
993974,48,38,15374,192,O,55.7
994012,45,4,23436,3750,M,216.8
994018,6,35,7079,2,O,1103.7
994049,34,21,1,1,O,92.1
994050,17,34,67735,11481,M,54.1
994063,36,33,6711,3728,C,867.3
994105,12,30,3428,1939,O,246.8
994150,8,28,16,2,O,2043.5
994183,27,30,141,3,C,974
994191,17,34,894,4,O,595.3
994228,54,31,5100,1247,C,17.5
994288,6,43,697,4,O,51.8
994292,20,35,64357,19178,O,29.3
994294,53,6,13715,50796,O,78.2
994315,48,33,227,54,M,421.6
994322,37,11,9829,37208,O,7.2
994371,41,37,7769,1115,O,185.2
994397,53,29,5,2,O,781.6
994421,6,40,2225,878,C,63.9
994447,6,40,31488,5725,C,62.8
994466,12,35,2152,29,O,53.7
994564,47,36,2205,3417,C,2161
994566,13,20,5349,2584,C,48.2
994706,6,7,310028,34490,O,153.8
994713,36,34,2063,36,C,850.2
994723,6,35,11,2,C,76870.3
994729,56,0,193,484,O,52.9
994767,6,37,3394,5,O,359.7
994774,40,31,3673,36000,M,106.9
994775,17,34,22427,91,M,55.9
994785,51,36,2306,8212,C,24.5
994798,41,40,3669,1,O,433.7
994814,27,35,174,1,C,232.9
994887,36,35,251,9,O,424.3
994899,53,31,5984,248,O,62
994995,37,23,169,8,C,1497.5
994996,34,21,1507,141,C,1426.2
994999,39,35,2153,9,C,76
995023,25,35,584,12,M,591.3
995086,17,41,32020,47429,O,35
995091,24,33,36596,10723,O,36.4
995107,29,37,635,3,O,146.9
995112,22,20,120579,33504,O,98.7
995181,36,38,92,96,C,275.6
995218,25,35,162,13,O,254.7
995241,8,35,1128,11,O,125.6
995260,47,27,7543,517,O,59.2
995268,48,23,159822,28217,O,58.9
995298,6,7,3047,145,O,76.4
995370,4,38,546393,80,O,17.7
995378,47,34,2496,99,O,13409.1
995403,6,41,14830,43776,O,78.5
995412,12,43,35433,20497,O,49.6
995473,12,33,4270,18,O,51.7
995499,53,3,110316,6595,O,53.9
995507,41,32,319,1,O,170.8
995563,1,43,6268,3418,O,793.7
995722,25,38,5915,9,O,273.5
995761,42,34,205,15,O,375
995833,48,20,51859,47629,O,16.5
995947,36,36,26910,46085,C,39.7
995948,21,36,258,117,C,564.1
995981,55,36,51397,25994,C,201.6
995995,6,3,70475,33243,O,63.7
996039,33,24,510,13,C,202.2
996044,26,36,1708,144,O,351.8
996077,53,6,8356,13184,C,16324.5
996084,27,37,21334,4,O,163
996089,53,31,18601,50065,O,33.2
996138,39,39-99,32298,48188,O,123.5
996148,33,38,10709,5,O,12.7
996206,6,43,15893,7694,M,138.2
996239,36,35-38,365,1,O,4712.7
996244,50,36,10821,5273,C,25
996259,42,23,17713,40815,C,145.5
996343,6,37,8085,14,O,162.9
996410,37,21,23,1,C,869.4
996419,39,23,13359,364,O,143.6
996428,45,30,1997,282,O,60
996448,15,3,3582,3038,C,679.3
996504,19,34,55382,47764,C,21.6
996515,13,37,510,3,O,709.5
996528,25,35,580,1,C,206.2
996530,36,34,549,4,O,12.4
996559,48,33,137197,51445,M,17.6
996563,6,41,6202,35625,O,249.1
996566,27,29,229,4,C,83.5
996607,51,35,91,16,O,641.5
996609,28,40,2442,110,O,152.4
996617,55,23,46320,22436,O,176.9
996630,54,34,212207,47418,C,124.8
996646,39,20,41,1,O,1442
996725,17,20,34666,33229,O,180.7
996777,25,43,185,30,O,2331.9
996831,25,32,8170,6438,C,43.4
996862,22,35,157,3,O,916.7
996893,6,32,80064,46282,O,60.3
996899,22,24,46180,16978,O,186.4
996941,37,34,6660,1604,M,110.2
996943,50,33,66129,7800,O,19.3
996950,13,21,1090,6,M,23.8
996957,47,20,15171,38520,C,192
996967,6,21,44273,669,O,917.5
997007,53,43,5976,3176,O,226.8
997010,37,3,151184,40316,O,5.2
997031,6,41,4705,48511,O,314.6
997034,6,29,3098,372,O,396.7
997039,25,35,1886,2,O,890.2
997064,27,21,223200,7105,O,8.2
997067,29,20,15984,15826,C,38.7
997093,53,38,923,92,O,420.6
997129,36,34,1792,31,M,81.1
997138,12,32,1992,646,C,191.5
997146,38,15-19,2980,40723,O,72
997148,36,35,41,1,M,2524
997156,20,40,104,8,C,6889.2
997157,44,37,667,2,C,596.1
997164,4,14,268278,36937,O,45.2
997241,42,41,133090,38027,O,171.4
997273,42,24,3467,356,C,139.3
997283,36,35,13717,2264,C,238.5
997308,45,20,3765,1938,C,103.1
997356,26,21,179824,4589,C,204
997362,22,23,152001,175174,M,348.1
997367,42,9-Jun,730,95,O,178.4
997427,34,23,10339,733,O,5806.4
997438,6,35,15809,3,O,491.4
997459,28,29,111,18,C,9412.8
997460,25,35,1093,16,O,152.4
997510,53,35,19728,10,O,165.3
997532,48,34,67673,139,O,666.1
997575,21,35,26914,48984,C,69.6
997618,6,37,11669,13,O,619.5
997643,53,20,43149,25838,O,45.6
997684,32,40,6474,56,O,71.2
997691,34,23,1938,1915,C,321.9
997718,55,38,4279,122,O,239.3
997789,13,27,17535,61373,O,184.8
997843,44,33,76,2,C,41.9
997892,48,28,9114,17286,M,250.2
997916,32,33,102,6,O,681.6
997940,36,35,57305,108,O,98.8
997986,6,5,13091,1723,O,127.6
998010,48,5,27925,38784,M,14.2
998022,39,38,706,2,O,107.9
998072,17,34,64406,4401,O,128.1
998101,53,26,1400,58824,C,66.6
998117,4,37,15239,175,O,148.6
998141,13,32,63217,45216,O,5
998181,34,33,49,1,O,1827.6
998190,48,34,14340,1282,C,67
998210,20,4,38452,39984,O,351.2
998341,6,29,1384,687,C,214.1
998343,45,21,254082,6934,O,15.1
998390,6,37,17690,41,O,400.9
998416,6,32,219,59,O,59.9
998439,37,5,27651,57015,O,156.1
998459,36,7,61183,44182,M,191.6
998472,17,28,3153,6208,C,82.3
998485,39,6,7036,45754,M,66.2
998487,48,20-24,606732,45190,O,31
998494,6,35,3712,2,O,58.6
998497,17,40,20273,3569,O,140.2
998500,12,35,3529,637,O,107.4
998504,6,28,4169,45082,O,931.8
998509,36,43,147,94,C,76.7
998653,36,40,1509,22,C,3141.8
998654,26,38,962,9,O,18.3
998659,37,30,38554,21009,O,75
998664,42,34,194,3,O,95.1
998743,36,37,6037,40,O,413
998835,25,21,97,30,C,75.2
998878,4,38,454,3,O,520.2
998901,26,34,277033,39246,M,125.2
998907,51,21,387885,260,O,59.6
998943,36,40,147,1,O,114.5
998963,6,34,1633,5,O,342.2
998986,48,35,600,1,C,51.9
998987,27,30,77569,37461,O,18.2
999044,48,5,121073,33319,O,470.8
999095,48,32,56186,186,O,133.5
999109,4,37,7219,54,C,184.8
999225,12,35,3389,18,O,1730.4
999226,6,38,52724,42,O,33.9
999228,48,23,85,4,C,1464
999253,41,31,23301,19580,O,31.1
999264,36,7,7093,51029,C,78.7
999292,48,35,730,2,C,111025.6
999308,45,30,112,2,O,912.7
999349,25,35,2124,32,O,2067.1
999361,6,35,1449,119,C,248.8
999379,36,34,107117,129,O,8.9
999432,22,23,31457,41814,O,273.9
999458,26,36,3356,719,C,304.4
999514,48,30,1257,87,O,266.3
999528,41,34,17638,9235,C,11.5
999566,12,37,969,4,C,59.7
999568,12,34,624,580,O,66.4
999589,36,31-34,27,13,O,51.2
999594,12,43,6609,4538,O,458
999597,42,32,15916,3888,O,26.9
999605,46,24,1558,724,C,266.4
999703,55,5,13137,9822,C,193.3
999720,48,40,339,6,O,386.9
999763,21,34,31886,17740,O,53.5
999773,39,7,31540,20146,C,93.8
999818,53,31,12808,29929,O,67.8
999839,32,14,48020,71494,O,54.1
999846,26,36,1790,441,M,758.4
999892,37,24,296,11,O,42.8
999912,34,4,258309,597457,O,46.6
999980,45,35,1296,902,M,116
999981,21,36,2278,342,C,3367.5
999989,25,35,484,3,C,591.1
1000028,26,36,1099,125,O,106.9
1000061,32,35,72,2,C,201.2
1000066,45,36,12359645,1597167,O,7.8
1000070,51,24,2777,104,M,4.3
1000078,9,20,226,4,O,345.2
1000080,20,37,1354,1,O,69.7
1000082,36,34,489,6,O,83.4
1000115,26,40,284,27,M,145.6
1000120,35,35,6169,4,O,28.5
1000146,41,31,11709,54893,C,88
1000174,39,36,17960,8128,C,120.9
1000185,17,34,19208,646,O,229.7
1000215,36,30,1761,39,O,31301.6
1000236,54,19,20419,40333,C,447
1000291,12,34,71434,7565,O,21.6
1000311,53,35,645,2,O,1301.4
1000324,8,31,923,22,O,60.6
1000349,1,27,3460,271,O,126.2
1000357,47,33,32162,8311,M,57.7
1000390,13,35,1804,8,O,13.6
1000405,20,29,51,2,O,242.2
1000433,27,38,133652,2285,C,48.4
1000440,37,39,18568,5003,O,27.5
1000453,26,33,1975,565,O,131
1000472,36,6,3036,2015,C,103.4
1000475,20,19,1422,563,M,21692.2
1000506,25,40,399306,35,O,19.7
1000516,39,35,1094,5,O,54.4
1000582,49,24,3238,21,O,269.4
1000586,48,43,693,5,O,457.9
1000592,26,36,57668,33950,C,75.9
1000612,39,24,32574,4072,C,102
1000655,47,38,616,2,O,128.2
1000686,48,35,686,1,O,479.1
1000691,34,34,13997,22,O,46.4
1000722,41,34,134,1,C,1302.7
1000733,27,36,1422,5,C,592.4
1000775,36,34,7606,186,O,270.2
1000838,41,36,12556,8465,C,116.3
1000840,46,32,12909,4298,C,47.1
1000856,9,32,2903,554,C,163
1000869,30,31,13496,247447,C,79.3
1000902,8,10,15422,40910,O,90
1000911,4,40,6459,36,O,139.6
1000947,20,34,12899,985,C,127
1000970,41,35,4295,2,O,232.5
1000980,20,19,35009,12757,O,375.3
1001026,21,24,44068,38786,M,65.4
1001030,48,33,68911,43182,M,22.8
1001032,6,35,262,2,O,287.7
1001035,42,30,11835,756,C,22.8
1001085,36,35,296,1,C,88.9
1001123,34,35,173,5,O,154.1
1001135,33,37,1140,6,O,45.5
1001179,12,35,5356,15,O,155.4
1001242,48,34,325,3,O,1313.1
1001252,42,33,11947,14311,C,58.8
1001253,37,23,103347,17224,O,15.1
1001308,12,29,5203,57487,M,177.7
1001334,6,35,11125,273,O,538.8
1001350,27,38,164,32,O,7.6
1001363,31,40,10662,10756,C,319.3
1001409,34,36,16633,1615,O,266.8
1001530,16,22,48596,49431,O,34.3
1001588,29,20,35180,38786,O,93.9
1001603,27,34,2874,554,O,1927.5
1001703,39,34,2517577,5435,O,604.6
1001758,6,35,20734,56,O,8.9
1001775,4,32,150,12,C,967.2
1001788,34,38,2261,5,C,444.5
1001809,13,37,88244,40,O,88.9
1001816,9,35,534,7,O,1951
1001876,53,38,41128,19,C,118.3
1001877,38,24,99603,22543,C,73
1001916,48,20,42772,203676,M,796.7
1001926,13,33,164,30,C,219
1001930,23,26,10782,60798,C,31.6
1001937,48,34,5833,40,C,4062.2
1001950,33,25-30,3648,394,O,18.3
1002004,39,32,26113,43523,C,12.9
1002055,5,35,2129,861,C,185.1
1002097,51,35,249,40,O,2065.4
1002115,45,20,58462,36653,O,200.1
1002127,4,35,66,1,O,88.9
1002172,47,36,953,187,C,179
1002180,40,35,3230,18,O,77.8
1002215,50,35,84260,451,C,234.7
1002270,6,40,687,16,O,1712.3
1002277,22,20,38359,38359,C,34.9
1002279,51,33,167,42,O,69.4
1002284,41,33,1685,485,C,49.3
1002306,21,40,5,10,O,8.1
1002309,6,24,14391,47970,O,7.9
1002314,41,30,117,1,C,178.2
1002332,48,33,13157,4091,M,381
1002339,25,38,910,37,O,624.7
1002365,26,34,676051,37678,O,31.1
1002384,34,29,38,41,O,3772.1
1002413,39,38,3474,32,O,81.3
1002433,18,33,16395,15337,C,107.1
1002443,36,23,830,16,O,605.8
1002464,12,35,1083,22,O,516.4
1002467,10,38,514231,2799,O,33.1
1002469,15,3,21,4,O,137.6
1002476,6,26,684,153,O,558
1002524,36,38,302,1,O,583.8
1002525,18,40,2260,1288,O,69.2
1002540,6,37,554,18,O,2743.5
1002562,6,41,4111,48938,O,45
1002569,47,38,1108,1,O,216.2
1002615,8,31-34,3517,11,O,60.5
1002618,48,30,95221,31928,O,18.6
1002653,9,20,3604,840,C,144
1002686,34,20,92062,48981,O,34
1002731,49,38,1653,1,O,175.5
1002733,6,41,3913,43965,O,18.4
1002736,13,27,41227,165721,O,26
1002740,17,19,44923,209381,C,12.2
1002763,37,34,30749,730,O,6.2
1002809,6,35,17731,5,C,2274.5
1002827,17,35,156,1,C,2459.4
1002829,4,34,538,54,O,328.8
1002848,27,37,32,1,O,269.9
1002935,36,35,3543,15,O,219.3
1002987,39,34,3574,258,O,382.8
1003007,13,21,555069,2606,O,23.9
